gender,state,city,county,amount,plan,event_type,daystoresolve,event_date_gap,age,service
M,South Carolina,Conway,Horry,535.0,{'500_Mbps'},"['ticket', 'order']",11.0,199,55,1
M,Minnesota,Plainview,Wabasha,1905.0,{'1_Gbps'},"['ticket', 'order']",27.0,689,54,3
M,Minnesota,Fort Ripley,Crow Wing,800.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",17.0,660,79,2
M,Alabama,Mobile,Mobile,625.0,{'1_Gbps'},"['ticket', 'order']",19.0,132,39,1
M,Mississippi,Mantachie,Itawamba,800.0,"{'1_Gbps', '200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",51.0,394,52,2
F,Georgia,Zebulon,Pike,2070.0,{'300_Mbps'},['order'],0.0,1200,40,4
M,Alabama,Dickinson,Clarke,445.0,{'200_Mbps'},"['ticket', 'order']",17.0,187,54,1
M,Nebraska,Hubbard,Dakota,710.0,{'25_Mbps'},"['ticket', 'order']",40.0,260,54,2
M,New Mexico,Angel Fire,Colfax,820.0,{'300_Mbps'},"['ticket', 'order']",21.0,244,95,2
M,Alabama,Clayton,Barbour,1440.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",20.0,600,24,3
F,Nebraska,Elgin,Antelope,830.0,{'200_Mbps'},"['ticket', 'order']",83.0,467,23,2
F,Iowa,Rudd,Floyd,835.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",24.0,418,28,2
M,Pennsylvania,Enola,Cumberland,375.0,"{'1_Gbps', '25_Mbps'}",['order'],0.0,150,27,1
M,Ohio,Jeromesville,Ashland,1510.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",77.0,570,47,2
M,Texas,Orange,Orange,2440.0,{'500_Mbps'},"['ticket', 'order']",8.0,713,42,4
M,Oklahoma,Frederick,Tillman,440.0,{'25_Mbps'},"['ticket', 'order']",13.0,390,24,2
M,Pennsylvania,Townville,Crawford,285.0,{'200_Mbps'},"['ticket', 'order']",24.0,120,54,1
M,Ohio,Terrace Park,Hamilton,565.0,{'1_Gbps'},"['ticket', 'order']",13.0,162,50,1
M,Iowa,West Union,Fayette,1070.0,{'300_Mbps'},"['ticket', 'order']",42.0,493,59,2
M,Oklahoma,Isabella,Major,1370.0,{'300_Mbps'},"['ticket', 'order']",16.0,780,67,3
F,Pennsylvania,Brackney,Susquehanna,1065.0,{'500_Mbps'},"['ticket', 'order']",72.0,390,34,2
M,Pennsylvania,Pocono Manor,Monroe,560.0,{'25_Mbps'},"['ticket', 'order']",56.0,441,46,2
F,Mississippi,Soso,Jones,770.0,{'300_Mbps'},"['ticket', 'order']",14.0,317,58,2
F,Georgia,Louvale,Stewart,1380.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",12.0,637,36,3
M,Iowa,Grafton,Worth,800.0,{'25_Mbps'},"['ticket', 'order']",31.0,563,73,2
M,Nebraska,Waverly,Lancaster,845.0,{'500_Mbps'},"['ticket', 'order']",8.0,386,27,2
F,Minnesota,Marietta,Lac qui Parle,1570.0,{'300_Mbps'},"['ticket', 'order']",9.0,819,96,3
F,Kentucky,Wingo,Graves,620.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",33.0,238,25,1
F,Texas,Houston,Harris,1320.0,"{'100_Mbps', '500_Mbps'}",['order'],0.0,512,33,3
F,Texas,Fulton,Aransas,445.0,{'200_Mbps'},"['ticket', 'order']",7.0,177,25,1
F,Iowa,Van Meter,Dallas,1480.0,"{'300_Mbps', '500_Mbps'}",['order'],0.0,660,26,3
F,North Carolina,Lake Lure,Rutherford,210.0,{'25_Mbps'},"['ticket', 'order']",24.0,120,19,1
F,Florida,Defuniak Springs,Walton,1015.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",19.0,531,21,2
F,New York,Woodgate,Oneida,255.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",68.0,90,102,1
M,New York,College Point,Queens,1725.0,{'500_Mbps'},['order'],0.0,0,36,3
M,Oklahoma,Porter,Wagoner,1970.0,{'1_Gbps'},"['ticket', 'order']",83.0,795,24,3
M,Georgia,Millwood,Ware,1115.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",65.0,394,71,2
M,Florida,Orlando,Orange,1020.0,{'300_Mbps'},"['ticket', 'order']",49.0,570,20,2
F,New Mexico,Mesilla Park,Doña Ana,1000.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",16.0,395,24,2
M,Alabama,Section,Jackson,1285.0,{'500_Mbps'},"['ticket', 'order']",28.0,438,66,2
F,Ohio,Alvada,Seneca,1750.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",21.0,516,40,3
M,Nebraska,Loup City,Sherman,405.0,{'200_Mbps'},"['ticket', 'order']",34.0,188,29,1
F,Texas,Knippa,Uvalde,155.0,{'100_Mbps'},"['ticket', 'order']",8.0,26,23,1
M,New York,Bath,Steuben,1485.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",22.0,722,42,3
F,Kentucky,Regina,Pike,1310.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",6.0,780,20,3
F,Pennsylvania,Lafayette Hill,Montgomery,525.0,{'200_Mbps'},"['ticket', 'order']",1.0,52,62,1
M,Missouri,Joplin,Jasper,1235.0,{'200_Mbps'},"['ticket', 'order']",34.0,643,28,3
M,South Carolina,Parksville,McCormick,1780.0,{'500_Mbps'},"['ticket', 'order']",41.0,831,35,3
F,Kentucky,Allen,Floyd,945.0,"{'300_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",32.0,383,38,2
F,South Carolina,Due West,Abbeville,870.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",72.0,482,57,2
M,Pennsylvania,Oaks,Montgomery,620.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",15.0,300,26,1
F,Iowa,Riverton,Fremont,560.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",51.0,360,28,2
F,Ohio,Englewood,Montgomery,360.0,{'25_Mbps'},"['ticket', 'order']",4.0,217,81,1
M,New York,Lisbon,St. Lawrence,385.0,{'500_Mbps'},['order'],0.0,150,36,1
M,New York,Locke,Cayuga,285.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",14.0,180,58,1
F,Georgia,Barney,Brooks,1025.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",93.0,810,69,3
M,Nebraska,North Loup,Valley,1950.0,"{'1_Gbps', '500_Mbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",28.0,1050,56,4
F,Nebraska,Hallam,Lancaster,590.0,{'25_Mbps'},"['ticket', 'order']",35.0,344,27,2
M,Arkansas,Austin,Lonoke,165.0,{'200_Mbps'},"['ticket', 'order']",27.0,23,56,1
M,Pennsylvania,Rockwood,Somerset,1100.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",42.0,570,73,2
M,New York,Pine Island,Orange,560.0,{'25_Mbps'},"['ticket', 'order']",64.0,510,79,2
F,North Carolina,Pleasant Garden,Guilford,1600.0,"{'300_Mbps', '500_Mbps'}",['order'],0.0,750,54,3
M,Pennsylvania,Gratz,Dauphin,1050.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",6.0,480,66,2
M,South Carolina,Little Mountain,Newberry,830.0,{'25_Mbps'},['order'],0.0,0,69,3
M,New York,Bronx,Bronx,1770.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",37.0,683,55,3
F,Arkansas,Moro,Lee,1040.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",4.0,752,56,3
M,Minnesota,Emily,Crow Wing,595.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",48.0,480,45,2
M,Oklahoma,Turpin,Beaver,1260.0,{'100_Mbps'},"['ticket', 'order']",57.0,795,30,3
M,Texas,Campbellton,Atascosa,550.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",6.0,291,31,1
F,Mississippi,Gattman,Monroe,125.0,{'200_Mbps'},None,0.0,0,26,0
M,North Carolina,Lattimore,Cleveland,2230.0,{'1_Gbps'},"['ticket', 'order']",30.0,990,101,3
M,New York,New York,New York,505.0,{'100_Mbps'},"['ticket', 'order']",35.0,330,26,1
F,Iowa,Mount Vernon,Linn,780.0,{'100_Mbps'},"['ticket', 'order']",18.0,383,30,2
M,Iowa,Waukon,Allamakee,1515.0,{'1_Gbps'},"['ticket', 'order']",9.0,597,24,2
F,Ohio,Paris,Stark,590.0,{'25_Mbps'},"['ticket', 'order']",58.0,493,43,2
F,Minnesota,Conger,Freeborn,435.0,{'500_Mbps'},"['ticket', 'order']",17.0,180,33,1
F,Iowa,Gillett Grove,Clay,120.0,{'100_Mbps'},None,0.0,0,76,0
M,North Carolina,Swanquarter,Hyde,865.0,{'1_Gbps'},"['ticket', 'order']",36.0,360,26,1
M,Texas,Paducah,Cottle,1385.0,{'1_Gbps'},"['ticket', 'order']",25.0,424,58,2
M,Iowa,Wiota,Cass,2035.0,{'1_Gbps'},"['ticket', 'order']",24.0,900,45,3
F,Nebraska,Inavale,Webster,660.0,{'100_Mbps'},"['ticket', 'order']",34.0,272,28,2
M,New York,Rock Tavern,Orange,790.0,{'500_Mbps'},"['ticket', 'order']",9.0,255,47,1
M,Texas,Meyersville,Victoria,385.0,{'25_Mbps'},"['ticket', 'order']",0.0,45,52,1
F,Texas,Falfurrias,Brooks,120.0,{'100_Mbps'},None,0.0,0,54,0
F,Pennsylvania,Philadelphia,Philadelphia,860.0,{'100_Mbps'},['order'],0.0,600,22,2
F,Oklahoma,Lawton,Comanche,1145.0,"{'1_Gbps', '200_Mbps', '100_Mbps', '25_Mbps'}",['order'],0.0,510,25,2
M,Minnesota,Crosby,Crow Wing,960.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",34.0,420,28,2
F,New York,Jefferson Valley,Westchester,1150.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",63.0,600,25,2
F,Nebraska,Central City,Merrick,645.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",1.0,302,39,1
M,North Carolina,Hickory,Catawba,435.0,{'500_Mbps'},"['ticket', 'order']",27.0,104,23,1
M,Kentucky,Lexington,Fayette,600.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",52.0,390,28,2
M,Minnesota,Elizabeth,Otter Tail,525.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",55.0,330,22,1
M,Missouri,Strafford,Greene,285.0,{'25_Mbps'},"['ticket', 'order']",14.0,163,59,1
F,South Carolina,Batesburg,Lexington,2000.0,{'500_Mbps'},"['ticket', 'order']",37.0,829,62,3
M,Iowa,Bradford,Franklin,1190.0,{'1_Gbps'},"['ticket', 'order']",16.0,510,37,2
M,Ohio,Spencer,Medina,1955.0,"{'500_Mbps', '25_Mbps'}",['order'],0.0,120,31,3
M,Texas,Savoy,Fannin,110.0,{'25_Mbps'},None,0.0,0,26,0
F,Minnesota,Emmons,Freeborn,1780.0,{'500_Mbps'},"['ticket', 'order']",38.0,866,38,3
F,Kentucky,Nerinx,Marion,605.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",26.0,300,40,1
F,Texas,Fort Worth,Tarrant,145.0,{'1_Gbps'},None,0.0,0,44,0
M,Ohio,Wellsville,Columbiana,685.0,"{'1_Gbps', '300_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",58.0,360,21,1
F,Pennsylvania,Melcroft,Fayette,1140.0,{'100_Mbps'},"['ticket', 'order']",24.0,513,40,3
M,New York,Claryville,Ulster,1140.0,{'100_Mbps'},"['ticket', 'order']",31.0,728,27,3
F,South Carolina,Clinton,Laurens,1320.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",13.0,535,58,2
F,Georgia,Cobbtown,Tattnall,595.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",60.0,390,68,1
F,Pennsylvania,Bear Lake,Warren,760.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",48.0,543,34,2
M,New York,North Bangor,Franklin,815.0,"{'100_Mbps', '200_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",3.0,540,19,2
M,Ohio,Homeworth,Columbiana,710.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",42.0,450,29,2
F,Iowa,Clemons,Marshall,790.0,{'500_Mbps'},"['ticket', 'order']",42.0,204,22,2
F,Alabama,Vina,Franklin,1775.0,{'1_Gbps'},"['ticket', 'order']",32.0,733,77,3
M,Pennsylvania,Confluence,Somerset,265.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",37.0,90,33,1
F,South Carolina,Greenville,Greenville,440.0,{'25_Mbps'},['order'],0.0,0,50,2
M,New York,New York,New York,980.0,{'25_Mbps'},['order'],0.0,930,61,3
M,Pennsylvania,Auburn,Schuylkill,1395.0,{'500_Mbps'},"['ticket', 'order']",66.0,507,74,2
F,Missouri,Ionia,Benton,530.0,{'25_Mbps'},"['ticket', 'order']",31.0,480,27,2
F,Iowa,Cedar Rapids,Linn,1900.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",18.0,870,28,3
M,Pennsylvania,Salix,Cambria,1905.0,{'1_Gbps'},"['ticket', 'order']",27.0,418,27,3
M,Georgia,Jonesboro,Clayton,195.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",5.0,60,23,1
F,Pennsylvania,Pittsburgh,Allegheny,1065.0,"{'1_Gbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",6.0,600,66,2
F,North Carolina,Sneads Ferry,Onslow,470.0,{'100_Mbps'},"['ticket', 'order']",23.0,229,78,1
F,Ohio,Uniopolis,Auglaize,1120.0,{'300_Mbps'},"['ticket', 'order']",104.0,578,22,2
F,Florida,Tallahassee,Leon,1410.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}","['ticket', 'order']",10.0,735,77,3
F,Georgia,Louvale,Stewart,1100.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",57.0,600,22,2
M,North Carolina,Jamesville,Martin,1370.0,{'300_Mbps'},"['ticket', 'order']",54.0,618,19,3
F,Georgia,Temple,Haralson,1040.0,"{'200_Mbps', '500_Mbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",9.0,428,44,2
M,Pennsylvania,Clarence,Centre,1055.0,{'200_Mbps'},"['ticket', 'order']",72.0,592,34,2
F,Missouri,Whitewater,Cape Girardeau,685.0,"{'1_Gbps', '300_Mbps'}",['order'],0.0,120,33,1
M,South Carolina,Chester,Chester,975.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",14.0,350,26,2
M,Minnesota,Merrifield,Crow Wing,620.0,{'100_Mbps'},"['ticket', 'order']",15.0,174,54,2
F,Missouri,Malta Bend,Saline,620.0,{'25_Mbps'},"['ticket', 'order']",52.0,570,89,2
F,Alabama,Louisville,Barbour,1125.0,{'1_Gbps'},"['ticket', 'order']",31.0,480,54,2
F,New York,Fort Montgomery,Orange,1405.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",19.0,483,88,3
M,Iowa,Guttenberg,Clayton,185.0,{'500_Mbps'},"['ticket', 'order']",88.0,27,22,1
F,Nebraska,Harrison,Sioux,1620.0,{'100_Mbps'},"['ticket', 'order']",16.0,1038,22,4
F,Oklahoma,Hinton,Caddo,365.0,{'200_Mbps'},"['ticket', 'order']",18.0,180,38,1
F,Ohio,Cincinnati,Hamilton,355.0,{'300_Mbps'},"['ticket', 'order']",35.0,150,31,1
M,Texas,Saltillo,Hopkins,2196.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",18.0,963,53,4
M,Texas,Redford,Presidio,1970.0,{'1_Gbps'},"['ticket', 'order']",27.0,870,67,3
M,Pennsylvania,West Chester,Chester,660.0,{'100_Mbps'},['order'],0.0,450,19,2
F,Arkansas,Cecil,Franklin,755.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",5.0,270,41,2
M,Missouri,Queen City,Schuyler,870.0,"{'100_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",14.0,540,33,2
F,Ohio,Fletcher,Miami,1320.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",12.0,505,22,2
F,Missouri,Hughesville,Pettis,1780.0,{'500_Mbps'},"['ticket', 'order']",14.0,800,27,3
M,Nebraska,Fort Calhoun,Washington,205.0,{'200_Mbps'},"['ticket', 'order']",60.0,60,32,1
F,Florida,Orlando,Orange,440.0,{'25_Mbps'},"['ticket', 'order']",27.0,210,31,1
M,Iowa,Bonaparte,Van Buren,1320.0,{'1_Gbps'},"['ticket', 'order']",11.0,570,52,2
F,Missouri,Festus,Jefferson,445.0,{'300_Mbps'},"['ticket', 'order']",6.0,210,45,1
M,Iowa,Dubuque,Dubuque,110.0,{'25_Mbps'},None,0.0,0,54,0
F,Pennsylvania,West Chester,Chester,920.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",83.0,507,29,2
M,South Carolina,Effingham,Florence,160.0,{'25_Mbps'},"['ticket', 'order']",37.0,60,22,1
F,Ohio,Hamersville,Brown,1080.0,"{'100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",55.0,784,30,3
M,Missouri,Saint Peters,St. Charles,965.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",28.0,444,26,2
M,Ohio,Mount Saint Joseph,Hamilton,335.0,{'500_Mbps'},"['ticket', 'order']",38.0,113,89,1
F,Alabama,Mobile,Mobile,285.0,{'200_Mbps'},"['ticket', 'order']",40.0,101,52,1
F,Alabama,Bucks,Mobile,855.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",49.0,429,45,2
F,Alabama,Catherine,Wilcox,335.0,{'500_Mbps'},"['ticket', 'order']",0.0,120,51,1
F,Ohio,Cincinnati,Clermont,980.0,{'100_Mbps'},"['ticket', 'order']",51.0,540,46,2
F,Florida,Lake Como,Putnam,560.0,{'25_Mbps'},"['ticket', 'order']",95.0,510,28,2
F,Texas,Diboll,Angelina,325.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",99.0,103,22,1
F,Pennsylvania,Rochester Mills,Indiana,330.0,{'100_Mbps'},"['ticket', 'order']",24.0,155,22,1
F,Kentucky,Hebron,Boone,1635.0,"{'1_Gbps', '100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",2.0,919,23,3
F,Ohio,North Benton,Mahoning,1490.0,"{'1_Gbps', '500_Mbps'}",['order'],0.0,750,45,3
M,Missouri,Kansas City,Jackson,755.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}",['order'],0.0,480,51,2
F,New York,Woodgate,Oneida,1370.0,{'300_Mbps'},"['ticket', 'order']",70.0,749,28,3
F,Florida,Sanderson,Baker,465.0,"{'100_Mbps', '500_Mbps'}",['order'],0.0,240,85,1
M,Texas,Friendswood,Galveston,680.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",25.0,324,65,2
M,Kentucky,Cadiz,Trigg,145.0,{'1_Gbps'},None,0.0,0,31,0
F,Iowa,Churdan,Greene,505.0,{'100_Mbps'},['order'],0.0,330,85,1
F,Kentucky,Hazel,Calloway,295.0,{'100_Mbps'},"['ticket', 'order']",21.0,150,73,1
F,Oklahoma,Mccurtain,Haskell,1520.0,{'300_Mbps'},"['ticket', 'order']",45.0,535,48,3
M,New York,Antwerp,Jefferson,550.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",2.0,360,21,1
F,Mississippi,Preston,Kemper,1285.0,"{'200_Mbps', '300_Mbps', '100_Mbps'}","['ticket', 'order']",86.0,750,43,3
M,Texas,San Antonio,Bexar,235.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",10.0,120,31,1
M,Pennsylvania,Grampian,Clearfield,500.0,{'25_Mbps'},"['ticket', 'order']",41.0,450,58,2
F,New York,Skaneateles Falls,Onondaga,1005.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}",['order'],0.0,579,32,2
M,Texas,Humble,Harris,1435.0,"{'100_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",66.0,960,60,3
M,Missouri,Springfield,Greene,340.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",30.0,180,56,1
F,Missouri,Columbia,Boone,470.0,{'25_Mbps'},"['ticket', 'order']",72.0,394,38,2
F,Nebraska,Du Bois,Pawnee,1450.0,{'500_Mbps'},"['ticket', 'order']",9.0,370,34,3
F,New York,Spencertown,Columbia,335.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",75.0,163,76,1
F,New York,Tivoli,Dutchess,670.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",16.0,246,50,2
F,New York,Rochester,Monroe,1240.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",51.0,537,39,2
M,Missouri,Davisville,Crawford,930.0,{'1_Gbps'},"['ticket', 'order']",41.0,197,23,2
F,Florida,Lithia,Hillsborough,550.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",62.0,420,28,2
F,Florida,Lehigh Acres,Lee,355.0,{'300_Mbps'},"['ticket', 'order']",13.0,150,34,1
M,Pennsylvania,New Philadelphia,Schuylkill,735.0,{'500_Mbps'},"['ticket', 'order']",42.0,360,22,1
F,Texas,Priddy,Mills,310.0,{'25_Mbps'},"['ticket', 'order']",31.0,214,49,1
M,Kentucky,Louisville,Jefferson,1400.0,"{'100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",110.0,861,23,3
F,Missouri,Climax Springs,Camden,940.0,"{'500_Mbps', '25_Mbps'}",['order'],0.0,420,24,2
M,Arkansas,Hagarville,Johnson,420.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",21.0,164,39,1
M,Minnesota,Young America,Carver,1150.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}","['ticket', 'order']",70.0,660,50,3
F,Missouri,Liguori,Jefferson,120.0,{'100_Mbps'},None,0.0,0,107,0
F,Missouri,Florissant,St. Louis,970.0,{'300_Mbps'},"['ticket', 'order']",30.0,540,36,2
F,Pennsylvania,Shirleysburg,Huntingdon,960.0,"{'1_Gbps', '500_Mbps'}",['order'],0.0,180,57,2
F,Mississippi,Pearlington,Hancock,2070.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",36.0,838,85,4
M,Georgia,Lawrenceville,Gwinnett,1725.0,{'500_Mbps'},"['ticket', 'order']",73.0,847,77,3
M,Florida,Oviedo,Seminole,445.0,{'1_Gbps'},"['ticket', 'order']",54.0,115,53,1
M,Texas,Odessa,Ector,1420.0,{'100_Mbps'},"['ticket', 'order']",23.0,864,56,3
M,Georgia,Rutledge,Morgan,820.0,{'100_Mbps'},"['ticket', 'order']",15.0,570,68,2
F,Georgia,Winston,Douglas,650.0,{'200_Mbps'},"['ticket', 'order']",127.0,332,22,1
F,Mississippi,Pittsboro,Calhoun,1230.0,{'500_Mbps'},"['ticket', 'order']",28.0,424,43,2
M,Ohio,Toledo,Lucas,1775.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",31.0,810,80,3
F,Alabama,Black,Geneva,650.0,{'25_Mbps'},"['ticket', 'order']",6.0,298,52,2
M,South Carolina,Spartanburg,Spartanburg,535.0,{'500_Mbps'},"['ticket', 'order']",56.0,221,101,1
M,New York,Far Rockaway,Queens,1185.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",4.0,270,65,2
M,New York,Brooklyn,Kings,1075.0,"{'1_Gbps', '25_Mbps'}",['order'],0.0,600,45,3
M,Texas,Satin,Falls,1285.0,{'500_Mbps'},['order'],0.0,660,81,2
F,Texas,Lake Jackson,Brazoria,475.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",71.0,187,75,1
M,North Carolina,Little Switzerland,McDowell,470.0,"{'100_Mbps', '300_Mbps'}",['order'],0.0,210,43,1
F,Oklahoma,Wynona,Osage,1570.0,{'300_Mbps'},"['ticket', 'order']",111.0,798,47,3
F,Pennsylvania,Fleetville,Lackawanna,245.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",21.0,60,27,1
F,Iowa,Walker,Benton,170.0,"{'100_Mbps', '500_Mbps'}",['order'],0.0,30,49,1
F,Minnesota,Cotton,St. Louis,500.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",11.0,300,37,1
F,New York,Apalachin,Tioga,645.0,"{'300_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",97.0,308,38,2
F,Ohio,Richfield,Summit,870.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",29.0,407,27,2
F,Mississippi,Pickens,Yazoo,1060.0,{'1_Gbps'},"['ticket', 'order']",90.0,450,64,2
F,Iowa,Belle Plaine,Benton,540.0,{'100_Mbps'},"['ticket', 'order']",44.0,360,25,2
F,Minnesota,Warroad,Roseau,1670.0,{'300_Mbps'},"['ticket', 'order']",6.0,960,57,3
M,Pennsylvania,Philadelphia,Philadelphia,925.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",20.0,390,25,2
F,Florida,Indialantic,Brevard,1070.0,{'25_Mbps'},['order'],0.0,0,58,3
M,Minnesota,Verndale,Wadena,1710.0,{'1_Gbps'},"['ticket', 'order']",29.0,648,46,2
F,Texas,Bells,Grayson,535.0,{'500_Mbps'},"['ticket', 'order']",37.0,227,22,1
F,Texas,Roby,Fisher,1060.0,{'1_Gbps'},"['ticket', 'order']",16.0,241,51,2
F,Florida,Flagler Beach,Flagler,1325.0,{'200_Mbps'},"['ticket', 'order']",8.0,840,24,3
M,Ohio,Cleveland,Cuyahoga,400.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",43.0,240,59,1
M,Oklahoma,Oklahoma City,Oklahoma,2296.0,{'1_Gbps'},"['ticket', 'order']",46.0,889,37,3
F,New York,Byron,Genesee,1090.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",40.0,630,22,2
M,New York,Adams Center,Jefferson,260.0,{'100_Mbps'},"['ticket', 'order']",47.0,98,27,1
F,Alabama,Mentone,DeKalb,925.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",17.0,406,28,2
F,Missouri,Greentop,Adair,820.0,{'300_Mbps'},"['ticket', 'order']",101.0,399,47,2
F,Pennsylvania,Du Bois,Clearfield,1620.0,{'300_Mbps'},"['ticket', 'order']",4.0,733,42,3
F,New York,Taberg,Oneida,1970.0,{'300_Mbps'},"['ticket', 'order']",53.0,787,23,4
F,Kentucky,Wooton,Leslie,695.0,{'200_Mbps'},"['ticket', 'order']",33.0,319,69,2
M,Oklahoma,Carrier,Garfield,1570.0,{'300_Mbps'},"['ticket', 'order']",30.0,843,41,3
M,Iowa,Letts,Louisa,1745.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",39.0,726,56,3
M,Oklahoma,Salina,Mayes,165.0,{'200_Mbps'},"['ticket', 'order']",29.0,16,26,1
M,Nebraska,Nickerson,Dodge,870.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",0.0,510,22,2
F,Ohio,Columbus,Franklin,525.0,{'200_Mbps'},"['ticket', 'order']",65.0,267,55,1
M,Georgia,Griffin,Spalding,335.0,{'500_Mbps'},"['ticket', 'order']",5.0,120,26,1
M,Pennsylvania,Hopewell,Bedford,1070.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",111.0,600,27,2
F,Missouri,Marshfield,Webster,120.0,{'100_Mbps'},None,0.0,0,63,1
