gender,state,city,county,amount,plan,event_type,daystoresolve,event_date_gap,age,service
F,New Mexico,Chama,Rio Arriba,670.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",5.0,250,19,2
M,North Carolina,Bahama,Durham,1505.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",6.0,450,57,3
F,Pennsylvania,Mehoopany,Wyoming,135.0,{'500_Mbps'},None,0.0,0,21,0
M,Florida,Lake Worth,Palm Beach,920.0,{'200_Mbps'},"['ticket', 'order']",50.0,375,29,2
M,Iowa,Evansdale,Black Hawk,1095.0,"{'200_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",20.0,574,36,3
M,Georgia,Vienna,Dooly,1170.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",80.0,530,47,2
M,Oklahoma,Lebanon,Marshall,1450.0,{'500_Mbps'},"['ticket', 'order']",67.0,617,48,3
F,Nebraska,Bristow,Boyd,790.0,{'500_Mbps'},['order'],0.0,212,20,1
F,Oklahoma,Oaks,Delaware,1315.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",31.0,587,33,2
F,Kentucky,Elizabethtown,Hardin,155.0,{'100_Mbps'},"['ticket', 'order']",49.0,17,26,1
F,New Mexico,Torreon,Torrance,715.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",42.0,345,66,2
M,Minnesota,Federal Dam,Cass,2035.0,{'1_Gbps'},"['ticket', 'order']",12.0,477,26,3
F,South Carolina,Pamplico,Florence,1435.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",24.0,902,53,3
M,North Carolina,Candor,Montgomery,1255.0,{'1_Gbps'},"['ticket', 'order']",35.0,540,47,2
M,Minnesota,Tintah,Traverse,830.0,{'200_Mbps'},"['ticket', 'order']",39.0,510,31,2
F,Iowa,Center Junction,Jones,1100.0,{'100_Mbps'},"['ticket', 'order']",10.0,590,60,3
F,Alabama,Notasulga,Macon,540.0,{'100_Mbps'},"['ticket', 'order']",63.0,360,26,2
F,Pennsylvania,Philadelphia,Philadelphia,1190.0,{'25_Mbps'},"['ticket', 'order']",67.0,1026,33,4
F,Iowa,Cleghorn,Cherokee,1265.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",67.0,679,67,2
F,Missouri,Blue Springs,Jackson,360.0,{'25_Mbps'},"['ticket', 'order']",19.0,184,85,1
M,Georgia,Macon,Bibb,980.0,{'100_Mbps'},"['ticket', 'order']",80.0,575,42,2
M,Mississippi,Verona,Lee,495.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",29.0,240,25,1
F,Pennsylvania,Mount Wolf,York,490.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",128.0,157,29,1
M,Texas,Laredo,Webb,665.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",4.0,264,22,2
M,Florida,Yankeetown,Levy,285.0,{'25_Mbps'},"['ticket', 'order']",21.0,89,54,1
M,New Mexico,Tres Piedras,Taos,620.0,{'100_Mbps'},"['ticket', 'order']",14.0,267,20,2
F,Texas,Carrollton,Denton,940.0,{'100_Mbps'},"['ticket', 'order']",7.0,369,20,2
F,New Mexico,Ranchos De Taos,Taos,625.0,{'1_Gbps'},"['ticket', 'order']",7.0,240,42,1
M,Mississippi,Dundee,Tunica,265.0,{'1_Gbps'},"['ticket', 'order']",35.0,55,64,1
M,Iowa,Nemaha,Sac,945.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",19.0,420,49,2
F,Ohio,Rock Creek,Ashtabula,830.0,{'25_Mbps'},"['ticket', 'order']",121.0,605,21,3
M,Ohio,Chesterland,Geauga,590.0,{'25_Mbps'},"['ticket', 'order']",28.0,488,26,2
M,Texas,Corpus Christi,Nueces,1910.0,"{'1_Gbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",60.0,905,55,3
M,New York,South Kortright,Delaware,1385.0,{'1_Gbps'},"['ticket', 'order']",4.0,131,28,2
F,New York,Washingtonville,Orange,845.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",43.0,466,42,2
F,Iowa,Homestead,Iowa,670.0,{'300_Mbps'},"['ticket', 'order']",48.0,300,33,1
M,New York,North Bay,Oneida,730.0,"{'100_Mbps', '500_Mbps'}","['ticket', 'order']",0.0,450,26,2
F,Pennsylvania,Beccaria,Clearfield,830.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",10.0,480,21,2
F,Kentucky,Covington,Kenton,1685.0,{'200_Mbps'},"['ticket', 'order']",8.0,246,24,3
M,Missouri,Cape Fair,Stone,495.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",58.0,300,37,1
F,Oklahoma,Langston,Logan,720.0,{'300_Mbps'},"['ticket', 'order']",1.0,275,38,1
M,Georgia,Junction City,Talbot,790.0,{'500_Mbps'},"['ticket', 'order']",66.0,338,58,2
F,Georgia,Brooks,Fayette,1710.0,{'1_Gbps'},['order'],0.0,0,26,3
F,South Carolina,Myrtle Beach,Horry,1010.0,"{'200_Mbps', '300_Mbps'}",['order'],0.0,60,26,2
F,New Mexico,Bard,Quay,970.0,{'300_Mbps'},['order'],0.0,0,40,2
F,South Carolina,Marietta,Greenville,485.0,{'500_Mbps'},"['ticket', 'order']",20.0,193,23,1
F,Ohio,Cleveland,Cuyahoga,1110.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}",['order'],0.0,180,92,2
M,North Carolina,Ennice,Alleghany,930.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",24.0,479,63,2
M,Texas,Rosenberg,Fort Bend,2370.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}",['order'],0.0,960,49,4
F,Florida,Panama City,Bay,920.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",22.0,766,22,3
M,Mississippi,Midnight,Humphreys,2360.0,{'1_Gbps'},"['ticket', 'order']",58.0,874,32,3
F,Ohio,Weston,Wood,525.0,{'200_Mbps'},['order'],0.0,300,27,1
F,Texas,Vega,Oldham,295.0,{'100_Mbps'},"['ticket', 'order']",14.0,120,62,1
M,Pennsylvania,Tafton,Pike,1390.0,"{'1_Gbps', '200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",23.0,660,41,3
F,New York,Pattersonville,Schenectady,660.0,"{'200_Mbps', '100_Mbps'}",['order'],0.0,210,27,2
M,Arkansas,Higginson,White,310.0,{'300_Mbps'},"['ticket', 'order']",6.0,111,61,1
M,Nebraska,Minatare,Scotts Bluff,1175.0,"{'1_Gbps', '300_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",17.0,530,59,2
F,North Carolina,Horse Shoe,Henderson,325.0,{'200_Mbps'},"['ticket', 'order']",25.0,150,59,1
M,Texas,New Ulm,Austin,335.0,{'500_Mbps'},['order'],0.0,0,64,1
F,Iowa,Aurora,Buchanan,205.0,{'200_Mbps'},"['ticket', 'order']",94.0,44,63,1
F,Pennsylvania,White Haven,Luzerne,380.0,"{'1_Gbps', '200_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",18.0,150,106,1
M,Arkansas,Hartford,Sebastian,360.0,{'25_Mbps'},['order'],0.0,0,33,1
M,Kentucky,Hindman,Knott,1750.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",35.0,752,23,3
F,Arkansas,Ash Flat,Sharp,205.0,{'200_Mbps'},"['ticket', 'order']",18.0,73,58,1
M,Missouri,Orrick,Ray,365.0,{'100_Mbps'},"['ticket', 'order']",48.0,167,23,1
M,Georgia,Helen,White,800.0,"{'1_Gbps', '200_Mbps'}","['ticket', 'order']",30.0,377,27,2
F,New York,Hubbardsville,Madison,765.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",13.0,420,32,2
M,Arkansas,Arkadelphia,Clark,1420.0,{'300_Mbps'},"['ticket', 'order']",9.0,753,27,3
M,Arkansas,Oxford,Izard,945.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",36.0,480,27,2
M,North Carolina,Wanchese,Dare,1495.0,"{'100_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",54.0,794,53,3
F,Texas,Quitman,Wood,605.0,{'200_Mbps'},"['ticket', 'order']",13.0,290,72,1
F,Pennsylvania,Kent,Indiana,1020.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",29.0,540,51,2
F,North Carolina,Linwood,Davidson,1010.0,{'200_Mbps'},['order'],0.0,0,28,2
F,Texas,Markham,Matagorda,875.0,{'200_Mbps'},"['ticket', 'order']",13.0,540,48,2
F,New York,Burlingham,Sullivan,540.0,{'100_Mbps'},['order'],0.0,0,36,1
M,Oklahoma,Tulsa,Tulsa,1220.0,{'100_Mbps'},"['ticket', 'order']",56.0,695,39,3
M,Iowa,Russell,Lucas,830.0,{'200_Mbps'},['order'],0.0,418,26,2
F,Texas,Point Comfort,Calhoun,1125.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",24.0,590,33,3
F,Kentucky,Lewisport,Hancock,1020.0,{'100_Mbps'},"['ticket', 'order']",48.0,720,27,2
M,New York,Altona,Clinton,325.0,{'1_Gbps'},"['ticket', 'order']",46.0,90,116,1
F,Missouri,Smithton,Pettis,650.0,{'200_Mbps'},['order'],0.0,272,77,2
M,Florida,North Fort Myers,Lee,210.0,{'25_Mbps'},"['ticket', 'order']",18.0,120,82,1
M,Missouri,Turney,Clinton,1175.0,{'500_Mbps'},"['ticket', 'order']",28.0,554,89,2
F,Pennsylvania,New Alexandria,Westmoreland,1725.0,"{'200_Mbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",52.0,574,33,4
M,Kentucky,Deane,Letcher,1130.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",15.0,720,89,2
M,Ohio,Leetonia,Columbiana,1470.0,{'300_Mbps'},"['ticket', 'order']",31.0,397,68,3
F,Georgia,Port Wentworth,Chatham,1040.0,"{'1_Gbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",15.0,309,19,3
F,Texas,Little River Academy,Bell,1450.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",13.0,900,20,3
F,Iowa,Floyd,Floyd,1595.0,{'200_Mbps'},"['ticket', 'order']",22.0,1020,53,3
F,Alabama,Birmingham,Jefferson,525.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",52.0,240,41,1
M,Arkansas,Haynes,Lee,605.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",4.0,240,27,1
M,South Carolina,Sheldon,Beaufort,1770.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",44.0,900,19,3
F,Missouri,Advance,Stoddard,930.0,{'1_Gbps'},"['ticket', 'order']",4.0,390,47,2
M,Kentucky,Sweeden,Edmonson,890.0,"{'200_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",31.0,405,35,2
F,Oklahoma,Hanna,McIntosh,1145.0,{'200_Mbps'},['order'],0.0,0,23,2
M,Kentucky,Hagerhill,Johnson,1135.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",39.0,630,22,2
F,Missouri,Dover,Lafayette,1395.0,{'500_Mbps'},"['ticket', 'order']",27.0,720,54,3
F,New York,West Leyden,Lewis,500.0,"{'500_Mbps', '100_Mbps', '300_Mbps'}","['ticket', 'order']",29.0,270,25,1
M,Pennsylvania,New Cumberland,Cumberland,555.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",78.0,330,28,1
M,Georgia,Enigma,Berrien,155.0,{'100_Mbps'},"['ticket', 'order']",17.0,26,45,0
F,Kentucky,Hudson,Breckinridge,850.0,"{'1_Gbps', '300_Mbps'}","['ticket', 'order']",38.0,258,61,1
F,Kentucky,Campton,Wolfe,1725.0,{'500_Mbps'},"['ticket', 'order']",53.0,700,47,3
F,South Carolina,Port Royal,Beaufort,1595.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",43.0,708,34,3
M,North Carolina,Star,Montgomery,1060.0,{'1_Gbps'},"['ticket', 'order']",1.0,393,19,2
F,New York,Groveland,Livingston,500.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",32.0,285,25,1
M,Florida,Wellington,Palm Beach,160.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",59.0,30,34,0
F,Kentucky,Gray,Knox,560.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",37.0,268,63,1
F,Pennsylvania,Reading,Berks,710.0,{'25_Mbps'},"['ticket', 'order']",46.0,559,37,2
F,New York,Albany,Albany,830.0,{'200_Mbps'},['order'],0.0,510,96,2
M,Missouri,Climax Springs,Camden,1065.0,{'500_Mbps'},"['ticket', 'order']",100.0,448,66,2
F,Alabama,Saraland,Mobile,920.0,"{'1_Gbps', '300_Mbps', '25_Mbps'}",['order'],0.0,317,58,2
F,Iowa,Henderson,Mills,1055.0,"{'1_Gbps', '200_Mbps', '100_Mbps'}","['ticket', 'order']",15.0,570,61,2
M,North Carolina,Saint Pauls,Robeson,400.0,{'100_Mbps'},['order'],0.0,240,75,1
F,Nebraska,Polk,Polk,485.0,{'500_Mbps'},"['ticket', 'order']",9.0,210,22,1
M,Florida,Okeechobee,Okeechobee,1225.0,"{'100_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",39.0,870,53,3
M,Minnesota,Minneapolis,Anoka,205.0,{'1_Gbps'},"['ticket', 'order']",44.0,23,49,1
M,Pennsylvania,Roaring Spring,Blair,770.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",44.0,590,58,2
F,Alabama,Ohatchee,Calhoun,620.0,{'25_Mbps'},"['ticket', 'order']",19.0,451,62,2
F,Kentucky,Printer,Floyd,1620.0,{'300_Mbps'},"['ticket', 'order']",73.0,626,98,3
M,Kentucky,Slaughters,Webster,185.0,{'25_Mbps'},"['ticket', 'order']",0.0,90,48,1
M,North Carolina,Mars Hill,Madison,510.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}",['order'],0.0,90,31,1
F,Minnesota,Deer River,Itasca,785.0,"{'1_Gbps', '25_Mbps'}","['ticket', 'order']",41.0,570,47,2
M,Arkansas,Midway,Baxter,155.0,{'100_Mbps'},"['ticket', 'order']",30.0,20,29,0
M,Pennsylvania,Montrose,Susquehanna,1420.0,"{'1_Gbps', '300_Mbps', '500_Mbps'}",['order'],0.0,693,46,2
F,Minnesota,Waseca,Waseca,1645.0,{'1_Gbps'},"['ticket', 'order']",59.0,674,20,2
M,Oklahoma,Tuskahoma,Pushmataha,530.0,{'25_Mbps'},"['ticket', 'order']",48.0,480,25,2
M,Florida,Miami Beach,Miami-Dade,650.0,{'200_Mbps'},"['ticket', 'order']",56.0,390,25,2
M,New Mexico,Estancia,Torrance,875.0,"{'1_Gbps', '200_Mbps', '25_Mbps'}","['ticket', 'order']",43.0,434,43,2
F,Missouri,Clarkton,Dunklin,1500.0,"{'300_Mbps', '500_Mbps'}","['ticket', 'order']",48.0,717,62,3
F,Texas,Amarillo,Randall,355.0,{'300_Mbps'},"['ticket', 'order']",16.0,126,39,1
F,North Carolina,Carthage,Moore,590.0,{'25_Mbps'},['order'],0.0,346,32,2
F,Pennsylvania,Bethlehem,Northampton,1120.0,{'300_Mbps'},"['ticket', 'order']",45.0,550,27,2
F,South Carolina,North Charleston,Charleston,810.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",40.0,297,50,2
M,Missouri,Kansas City,Jackson,450.0,"{'100_Mbps', '25_Mbps'}",['order'],0.0,30,64,2
F,Oklahoma,Broken Bow,McCurtain,435.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",8.0,240,28,1
M,Ohio,Glouster,Athens,800.0,{'25_Mbps'},"['ticket', 'order']",12.0,546,23,3
F,Texas,Austin,Travis,135.0,{'25_Mbps'},"['ticket', 'order']",20.0,23,42,1
M,Ohio,Fayette,Fulton,1010.0,{'25_Mbps'},['order'],0.0,0,74,3
M,Texas,Collegeport,Matagorda,490.0,{'300_Mbps'},"['ticket', 'order']",31.0,200,30,1
M,Pennsylvania,Holmes,Delaware,625.0,{'300_Mbps'},"['ticket', 'order']",76.0,246,86,1
F,Pennsylvania,East Petersburg,Lancaster,1205.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",0.0,930,42,3
M,New York,Spencertown,Columbia,805.0,"{'200_Mbps', '500_Mbps'}",['order'],0.0,330,25,2
F,Minnesota,Saint Paul,Ramsey,385.0,{'25_Mbps'},"['ticket', 'order']",42.0,253,29,1
F,New York,Fallsburg,Sullivan,565.0,{'1_Gbps'},"['ticket', 'order']",16.0,57,19,1
F,Nebraska,Bristow,Boyd,185.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",15.0,60,23,1
M,Kentucky,Mayslick,Mason,1670.0,{'500_Mbps'},['order'],0.0,0,54,3
M,Pennsylvania,Holbrook,Greene,1320.0,{'1_Gbps'},"['ticket', 'order']",15.0,570,33,2
F,Missouri,Macon,Macon,1325.0,{'200_Mbps'},"['ticket', 'order']",30.0,840,26,3
M,New York,Hogansburg,Franklin,585.0,{'500_Mbps'},"['ticket', 'order']",35.0,243,23,1
F,Pennsylvania,Tamiment,Pike,285.0,{'200_Mbps'},"['ticket', 'order']",25.0,104,30,1
F,Oklahoma,Byars,McClain,790.0,{'500_Mbps'},"['ticket', 'order']",95.0,359,27,2
M,North Carolina,Waves,Dare,1060.0,{'100_Mbps'},"['ticket', 'order']",49.0,750,54,3
F,Texas,Fort Worth,Tarrant,1130.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}","['ticket', 'order']",2.0,540,19,2
F,South Carolina,Rowesville,Orangeburg,1515.0,{'1_Gbps'},"['ticket', 'order']",12.0,365,46,2
M,Arkansas,Cove,Polk,420.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",8.0,240,59,1
F,Missouri,Morrison,Gasconade,920.0,{'300_Mbps'},"['ticket', 'order']",15.0,482,19,2
M,New Mexico,Amistad,Union,2556.0,{'1_Gbps'},"['ticket', 'order']",34.0,1082,51,4
F,Mississippi,Decatur,Newton,610.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",37.0,310,69,1
M,Texas,Tuleta,Bee,1570.0,{'300_Mbps'},"['ticket', 'order']",21.0,275,56,3
F,Mississippi,Bogue Chitto,Lincoln,185.0,{'500_Mbps'},"['ticket', 'order']",38.0,27,40,0
F,Pennsylvania,Adamstown,Lancaster,1570.0,{'300_Mbps'},"['ticket', 'order']",12.0,109,46,3
F,Florida,Sarasota,Sarasota,990.0,"{'1_Gbps', '200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",20.0,360,20,2
M,Kentucky,Dundee,Ohio,735.0,{'500_Mbps'},"['ticket', 'order']",11.0,360,39,1
M,Ohio,Republic,Seneca,695.0,{'200_Mbps'},"['ticket', 'order']",53.0,328,51,2
F,Kentucky,Thelma,Johnson,440.0,{'25_Mbps'},"['ticket', 'order']",56.0,297,73,2
M,North Carolina,Chapel Hill,Orange,205.0,{'1_Gbps'},"['ticket', 'order']",7.0,17,47,0
F,Pennsylvania,Whitney,Westmoreland,1235.0,{'200_Mbps'},"['ticket', 'order']",117.0,780,37,3
F,Florida,Hawthorne,Putnam,1070.0,"{'200_Mbps', '25_Mbps'}","['ticket', 'order']",39.0,626,30,2
M,Alabama,Ethelsville,Pickens,1320.0,{'1_Gbps'},"['ticket', 'order']",6.0,570,46,2
M,Texas,Santa Rosa,Cameron,990.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",16.0,870,24,3
F,Ohio,Strongsville,Cuyahoga,770.0,"{'1_Gbps', '100_Mbps'}","['ticket', 'order']",22.0,420,48,2
F,Texas,Waco,McLennan,1820.0,{'300_Mbps'},"['ticket', 'order']",116.0,980,44,3
F,Florida,Eastpoint,Franklin,1450.0,{'1_Gbps'},"['ticket', 'order']",47.0,512,29,2
F,Georgia,Portal,Bulloch,125.0,{'200_Mbps'},None,0.0,0,41,1
F,Minnesota,Foley,Benton,1320.0,{'1_Gbps'},['order'],0.0,570,99,2
M,Pennsylvania,Drifting,Clearfield,600.0,"{'1_Gbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",6.0,240,19,1
F,Pennsylvania,Franklin,Venango,1120.0,{'300_Mbps'},"['ticket', 'order']",27.0,520,48,2
F,Arkansas,Fulton,Hempstead,1725.0,{'500_Mbps'},"['ticket', 'order']",28.0,792,73,3
F,Kentucky,Tomahawk,Martin,780.0,{'100_Mbps'},"['ticket', 'order']",76.0,360,81,2
M,Oklahoma,Bromide,Johnston,1015.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",13.0,540,91,2
F,Texas,Oglesby,Coryell,1905.0,{'1_Gbps'},"['ticket', 'order']",21.0,673,59,3
M,Arkansas,Combs,Madison,1775.0,{'1_Gbps'},"['ticket', 'order']",9.0,780,28,3
F,Iowa,Rudd,Floyd,325.0,{'200_Mbps'},"['ticket', 'order']",19.0,119,75,1
M,Pennsylvania,Riegelsville,Bucks,360.0,"{'300_Mbps', '500_Mbps'}",['order'],0.0,150,28,1
F,Pennsylvania,Montandon,Northumberland,400.0,{'300_Mbps'},"['ticket', 'order']",27.0,180,23,1
M,New Mexico,Crossroads,Lea,705.0,"{'1_Gbps', '100_Mbps', '25_Mbps'}",['order'],0.0,360,20,1
M,Iowa,Bevington,Madison,1515.0,{'1_Gbps'},"['ticket', 'order']",5.0,660,28,2
M,Oklahoma,Gage,Ellis,610.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",10.0,300,19,1
F,New York,Unionville,Orange,265.0,"{'100_Mbps', '300_Mbps', '500_Mbps'}","['ticket', 'order']",20.0,90,18,1
F,Missouri,Whiteside,Lincoln,315.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",39.0,210,54,1
F,Florida,Osprey,Sarasota,180.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",27.0,52,27,1
F,Minnesota,Sacred Heart,Renville,820.0,{'100_Mbps'},"['ticket', 'order']",12.0,206,57,2
F,Missouri,Blue Springs,Jackson,940.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",6.0,390,34,2
M,Florida,Maitland,Orange,410.0,"{'500_Mbps', '25_Mbps'}","['ticket', 'order']",14.0,300,76,1
M,Texas,Moore,Frio,860.0,{'100_Mbps'},"['ticket', 'order']",49.0,568,23,2
F,New York,Bloomfield,Ontario,740.0,{'25_Mbps'},['order'],0.0,0,62,2
F,Florida,Nalcrest,Polk,1100.0,{'200_Mbps'},['order'],0.0,0,31,2
F,Texas,Manvel,Brazoria,1265.0,"{'1_Gbps', '200_Mbps', '500_Mbps'}","['ticket', 'order']",40.0,570,28,2
F,Iowa,Carson,Pottawattamie,650.0,{'200_Mbps'},"['ticket', 'order']",21.0,281,27,2
M,New Mexico,Salem,Doña Ana,670.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",108.0,381,26,2
F,New York,South New Berlin,Chenango,785.0,{'200_Mbps'},"['ticket', 'order']",86.0,403,21,2
F,Ohio,Luckey,Wood,605.0,"{'1_Gbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",78.0,268,78,1
F,Texas,Rotan,Fisher,1240.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",21.0,780,61,3
M,Pennsylvania,Beaver Falls,Beaver,1060.0,{'1_Gbps'},"['ticket', 'order']",54.0,346,84,2
F,Mississippi,Lorman,Claiborne,875.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",27.0,390,20,2
M,Florida,Lithia,Hillsborough,325.0,{'1_Gbps'},['order'],0.0,90,26,1
F,New York,Springville,Erie,565.0,{'1_Gbps'},"['ticket', 'order']",20.0,126,64,1
M,New York,South New Berlin,Chenango,1435.0,"{'200_Mbps', '300_Mbps'}","['ticket', 'order']",33.0,610,73,3
M,Ohio,South Webster,Scioto,1280.0,{'200_Mbps'},['order'],0.0,0,66,3
F,Florida,Havana,Gadsden,530.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",23.0,293,27,2
F,Pennsylvania,Grantville,Dauphin,575.0,"{'200_Mbps', '100_Mbps', '500_Mbps'}","['ticket', 'order']",52.0,240,27,1
F,Iowa,Booneville,Dallas,945.0,"{'200_Mbps', '100_Mbps'}","['ticket', 'order']",40.0,511,74,2
M,Ohio,Cleveland,Cuyahoga,1670.0,{'300_Mbps'},"['ticket', 'order']",29.0,762,70,3
F,Pennsylvania,Pittston,Luzerne,230.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",7.0,120,26,1
M,Florida,Hallandale,Broward,650.0,{'25_Mbps'},"['ticket', 'order']",10.0,109,19,2
F,Nebraska,Moorefield,Frontier,535.0,"{'1_Gbps', '200_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",11.0,330,58,1
F,Georgia,Atlanta,Fulton,665.0,"{'200_Mbps', '500_Mbps'}","['ticket', 'order']",53.0,306,72,1
F,Nebraska,Culbertson,Hitchcock,485.0,{'200_Mbps'},"['ticket', 'order']",30.0,180,20,1
F,Minnesota,Garfield,Douglas,375.0,"{'100_Mbps', '25_Mbps'}","['ticket', 'order']",73.0,213,26,1
F,New York,Fonda,Montgomery,1145.0,{'200_Mbps'},"['ticket', 'order']",26.0,365,76,2
F,Missouri,Perryville,Perry,1245.0,"{'100_Mbps', '500_Mbps'}",['order'],0.0,300,72,2
M,Florida,Monticello,Jefferson,1590.0,"{'300_Mbps', '500_Mbps', '25_Mbps'}",['order'],0.0,780,23,3
F,Pennsylvania,La Belle,Fayette,980.0,{'100_Mbps'},"['ticket', 'order']",36.0,172,42,2
F,Nebraska,Kenesaw,Adams,1140.0,"{'100_Mbps', '300_Mbps', '25_Mbps'}","['ticket', 'order']",10.0,720,28,3
M,Arkansas,Parks,Scott,785.0,"{'1_Gbps', '100_Mbps', '300_Mbps'}",['order'],0.0,270,55,2
M,North Carolina,Waynesville,Haywood,570.0,"{'300_Mbps', '25_Mbps'}","['ticket', 'order']",1.0,239,66,1
M,Georgia,Cobbtown,Tattnall,1430.0,"{'100_Mbps', '300_Mbps', '500_Mbps', '25_Mbps'}","['ticket', 'order']",46.0,960,27,3
F,Missouri,Osborn,DeKalb,330.0,{'100_Mbps'},"['ticket', 'order']",20.0,180,72,1
F,Florida,Winter Park,Orange,2056.0,"{'200_Mbps', '300_Mbps', '500_Mbps'}",['order'],0.0,750,52,4
F,Georgia,Kennesaw,Cobb,605.0,"{'1_Gbps', '500_Mbps'}","['ticket', 'order']",6.0,244,48,1
M,Texas,El Paso,El Paso,740.0,{'100_Mbps'},"['ticket', 'order']",13.0,246,38,2
F,Kentucky,Booneville,Owsley,1395.0,{'500_Mbps'},"['ticket', 'order']",2.0,171,39,2
M,Texas,Vega,Oldham,880.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}",['order'],0.0,210,28,2
F,Nebraska,Jansen,Jefferson,940.0,{'100_Mbps'},['order'],0.0,0,82,2
F,Alabama,Dozier,Covington,760.0,"{'100_Mbps', '300_Mbps'}","['ticket', 'order']",21.0,403,32,2
F,Pennsylvania,Jennerstown,Somerset,405.0,"{'200_Mbps', '300_Mbps', '25_Mbps'}",['order'],0.0,210,71,1
M,Mississippi,Lake Cormorant,DeSoto,880.0,"{'1_Gbps', '200_Mbps', '300_Mbps'}","['ticket', 'order']",19.0,300,48,2
F,North Carolina,Teachey,Duplin,745.0,{'1_Gbps'},['order'],0.0,0,62,1
